isim,dogum_yeri,aktif_sehir,arama_sehri,tip,Spotify_ID,Spotify_Isim,Followers,Popularity,Genres,Spotify_Tur,Wikipedia_Tur,EveryNoise_Tur
ahmed ahmedov,,,,,,,,,,,,
ahmed arifi bey,,,,,,,,,,,,
ahmed hulusi,,,,,,,,,,,,
ahmet altuğ,,,,,,,,,,,,
ahmet avni konuk,,,,,,,,,,,,
ahmet aymutlu,,,,,,,,,,,,
ahmet baki çallıoğlu,,,,,,,,,,,,
ahmet bölen,,,,,,,,,,,,
ahmet cemalettin çinkılıç,,,,,,,,,,,,
ahmet cemil cankat,,,,,,,,,,,,
ahmet cengizoğlu,,,,,,,,,,,,
ahmet dinleyen,,,,,,,,,,,,
ahmet feyzi bey,,,,,,,,,,,,
ahmet haşim,,,,,,,,,,,,
ahmet i̇zgi,,,,,,,,,,,,
ahmet kehri,,,,,,,,,,,,
ahmet kulik,,,,,,,,,,,,
ahmet kurtaran,,,,,,,,,,,"pop, folk",
ahmet m. özgül,,,,,,,,,,,,
ahmet muhtar paşa,,,,,,,,,,,,
ahmet rasim bey,,,,,,,,,,,,
ahmet remzi dede,,,,,,,,,,,rap,
ahmet reşat paşa,,,,,,,,,,,,
ahmet rıfat bey,,,,,,,,,,,,
ahmet sedat başar,,,,,,,,,,,halk,
ahmet sedat öztoprak,,,,,,,,,,,sanat müziği,
ahmet uzel,,,,,,,,,,,,
ahmet yekta madran,,,,,,,,,,,,
Ahu Gural,"İstanbul, İstanbul, Turkey",,İstanbul,solo,,,,,,,,
akaege,,,,,,,,,,,,
akay ertit,,,,,,,,,,,,
akay temiz,,,,,,,,,,,,
akın özkan,,,,,,,,,,,,
akkirmani,,,,,,,,,,,,
akraba evliliği ve sakat çocuklar,,,,,,,,,,,,
alaeddin sezen,,,,,,,,,,,,
alamooga esinlenmeler,,,,,,,,,,,,
ali arif ersen,,,,,,,,,,,,
ali atasagun,,,,,,,,,,anatolian rock,,
ali bozan,,,,,,,,,,,,
ali burç,,,,,,,,,,,,
ali çevik,,,,,,,,,,,,
ali ciyez,,,,,,,,,,,,
ali derdiyoklar,,,,,,,,,,anatolian rock,"halk, rock",
ali durak,,,,,,,,,,,,
ali faik ozansoy,,,,,,,,,,,sanat müziği,
ali i̇çinger,,,,,,,,,,,,
ali i̇hsan doğan,,,,,,,,,,oyun havasi,,
ali i̇hsan erdoğan,,,,,,,,,,,,
ali i̇hsan kısaç,,,,,,,,,,,,
ali kıl,,,,,,,,,,miami bass,,
ali osman güney,,,,,,,,,,,rap,
ali paşa,,,,,,,,,,,,
ali rıza avni tınaz,,,,,,,,,,,klasik,
ali rıza güner,,,,,,,,,,,,
ali rıza sağman,,,,,,,,,,,,
ali sarcan,,,,,,,,,,,,
ali sarıgül,,,,,,,,,,,akustik,
ali selçuk özgürdal,,,,,,,,,,,,
ali sinan erdemsel,,,,,,,,,,,,
ali taşkıran,,,,,,,,,,,,
ali ulvi elöve,,,,,,,,,,,,
ali ulvi koruyucu,,,,,,,,,,,,
ali vecdi bingöl,,,,,,,,,,,klasik,
Alp Turaç,"İstanbul, İstanbul, Turkey","Antalya, Antalya, Turkey",Antalya,solo,,,,,,,,
alper ayorak,,,,,,,,,,,,
alper i̇ratcı,,,,,,,,,,,,
alper uşar,,,,,,,,,,,,
alper volkan dikyar,,,,,,,,,,,,
alperen ünal,,,,,,,,,,,,
altin gün,,,,,,,,,,"anatolian rock, psychedelic rock, neo-psychedelic",,
altın soylu,,,,,,,,,,,,
altuğ öztunç,,,,,,,,,,,,
amadeus yaylı grubu,,,,,,,,,,,,
ankara string quartet,,,,,,,,,,,,
ant balcı,,,,,,,,,,,,
ant şimşek,,,,,,,,,,,,
anzujaamu,,,,,,,,,,,,
april malmsteen,,,,,,,,,,,,
aret g. aleksanyan,,,,,,,,,,,,
arif erguvan,,,,,,,,,,,,
armağan boran,,,,,,,,,,,,
armağan yesügey,,,,,,,,,,,,
arslan tunçata,,,,,,,,,,,,
artı bir orkestrası,,,,,,,,,,,klasik,
artin ağa,,,,,,,,,,,,
aşık dertli,,,,,,,,,,,halk,
aşık feymani,,,,,,,,,,,halk,
âşık seyfî,,,,,,,,,,,,
ask it why,,,,,,,,,,,,
asli ayan,,,,,,,,,,,,
aslızen yentur,,,,,,,,,,,,
asuman demirbaş,,,,,,,,,,,,
asuman ercan,,,,,,,,,,,,
asuman polat,,,,,,,,,,,,
atıf baştuğ,,,,,,,,,,,,
atıf ülkü,,,,,,,,,,,rap,
atilla olgaç,,,,,,,,,,,,
atilla şentin,,,,,,,,,,,,
avni behram torumtay,,,,,,,,,,,,
avram karakaş,,,,,,,,,,,,
ayangil türk müziği orkestra ve korosu,,,,,,,,,,,,
Aybars İbak,"İstanbul, İstanbul, Turkey",,İstanbul,solo,,,,,,,,
aycan bilginer,,,,,,,,,,,,
aydemir cerdet,,,,,,,,,,,,
aydın büke,,,,,,,,,,,,
Aydın Karabulut,"İstanbul, İstanbul, Turkey",,İstanbul,solo,,,,,,,,
aydın oran,,,,,,,,,,,,
aydın oskay,,,,,,,,,,,,
aydın şen,,,,,,,,,,,,
aydın ünsal,,,,,,,,,,,,
ayhan bal,,,,,,,,,,oyun havasi,,
ayhan çağlı,,,,,,,,,,,,
ayhan çakır,,,,,,,,,,,,
ayhan gunca,,,,,,,,,,,,
aykan ilkan,,,,,,,,,,,,
aykut uslutekin,,,,,,,,,,,,
ayla bursa berksü,,,,,,,,,,,,
aylin atalay,,,,,,,,,,,rap,
ayşe birgül yılmaz,,,,,,,,,,,,
ayşe engin aslanca,,,,,,,,,,,,
ayşe hülya özzümrüt,,,,,,,,,,,,
ayşe meral gürgan,,,,,,,,,,,,
ayşe tutuncu piyano perkisyon grubu,,,,,,,,,,,,
ayşe tütüncü quartet,,,,,,,,,,,caz,
ayşe tütüncü yahya dai oğuz büyükberber,,,,,,,,,,,caz,
ayşen tözeniş,,,,,,,,,,,,
ayşenur özpekel,,,,,,,,,,,,
ayten baykal,,,,,,,,,,,,
ayten yavaşca,,,,,,,,,,,klasik,
aziz deniz babaoglu,,,,,,,,,,,,
aziz mahmud hüdai,,,,,,,,,,,,
azmi körükçü,,,,,,,,,,,,
a‐bacchus,,,,,,,,,,turkish hip hop,rap,
b-nizam,,,,,,,,,,"qawwali, sufi, ghazal",,
baba çay,,,,,,,,,,,,
bad brothers,,,,,,,,,,hollands,rock,
bağdasar ekmekçi,,,,,,,,,,,,
bahman mobayen,,,,,,,,,,,,
bahri altıntaş,,,,,,,,,,,,
bahri güngördü,,,,,,,,,,,,
bahriye tokmak,,,,,,,,,,,"arabesk, pop",
bahriyeli vasıf,,,,,,,,,,,,
baki süha ediboğlu,,,,,,,,,,,,
bakırköy i̇stasyon,,,,,,,,,,turkish hip hop,,
bakış üstün,,,,,,,,,,,,
bantyr q,,,,,,,,,,,,
baran göksu,,,,,,,,,,,,
baran i̇mamoğlu,,,,,,,,,,,halk,
barış ertunç,,,,,,,,,,,,
Barış Pirhasan,"İstanbul, İstanbul, Turkey",,İstanbul,solo,,,,,,,,
barıştık mı göstembil project,,,,,,,,,,,,
bartu toptaş,,,,,,,,,,,,
başar akönder,,,,,,,,,,,,
başar yünören,,,,,,,,,,,,
basmacı abdi efendi,,,,,,,,,,,klasik,
batuhan sezer,,,,,,,,,,,,
Bayt Gadol,"Ankara, Turkey",,Ankara,grup,,,,,,,,
Bedri Baykam,"Ankara, Ankara, Turkey",,Ankara,solo,,,,,,,,
Bedri Rahmi Eyüboğlu,"Görele, Giresun, Turkey",,Giresun,solo,,,,,,,halk,
bedri ziya aktuna,,,,,,,,,,,"caz, klasik",
bedriye hoşgör,,,,,,,,,,,,
beeatsz,,,,,,,,,,,,
behçet aysan,,,,,,,,,,,,
behçet necatigil,,,,,,,,,,,,
bekir bahar,,,,,,,,,,,,
bekir tekbaş,,,,,,,,,,,,
bektas ve sirtlan,,,,,,,,,,,,turkish hip hop
Bela Böcek,,"Ankara, Ankara, Turkey",Ankara,solo,,,,,,,,
benliyan,,,,,,,,,,,,
berç noradunkyan,,,,,,,,,,,,
berç yeremyan,,,,,,,,,,,,
berke özcan,,,,,,,,,,"free jazz, experimental jazz",,
berkin laleli,,,,,,,,,,,,
berrak azrak,,,,,,,,,,,,
berrin büyükçınar,,,,,,,,,,,,
berrin yahyaoglu,,,,,,,,,,,,
betül ersel,,,,,,,,,,,,
beyaz güvercinler,,,,,,,,,,,,
biana nakkaş,,,,,,,,,,,,
birsen bahadır,,,,,,,,,,,,
birsin kozluca,,,,,,,,,,,,
Blank Wall Season,,"Istanbul, Istanbul, Turkey",İstanbul,solo,,,,,,,,
blliigghhtted,,,,,,,,,,,,
boğaç dalkıran,,,,,,,,,,,,
buhurizade mustafa itri efendi,,,,,,,,,,,klasik,
bulduk duvan,,,,,,,,,,,,
bülent kabaş,,,,,,,,,,,"punk, rock",
bülent özbek,,,,,,,,,,,,
bülent selçuk,,,,,,,,,,,,
bülent tangay,,,,,,,,,,,,
burak tamer,,,,,,,,,,,enstrümantal,
burç şensesli,,,,,,,,,,,"caz, funk, reggae",
burcu baş,,,,,,,,,,arabesk,pop,
burcu özbak cebeci,,,,,,,,,,,,
burhan bey,,,,,,,,,,ghazal,sanat müziği,
burhan durucu,,,,,,,,,,,,
burhan elmas,,,,,,,,,,,,
burhaneddin ökte,,,,,,,,,,,,
bursalı hamit bey,,,,,,,,,,,sanat müziği,
bursalı mihran efendi,,,,,,,,,,,,
buse demir,,,,,,,,,,,,
cafer i̇şleyen,,,,,,,,,,,elektronik,
café aman i̇stanbul,,,,,,,,,,,,
çağdaş yazgan,,,,,,,,,,,,
cahit oben dörtlüsü,,,,,,,,,,,pop,
Cahit Sıtkı Tarancı,"Diyarbakır, Diyarbakır, Turkey",,Diyarbakır,solo,,,,,,,,
çalakzade şeyh mustafa efendi,,,,,,,,,,,,
can ayer,,,,,,,,,,,,
can besbelli,,,,,,,,,,,,
can kıyıcı,,,,,,,,,,,,
can saban,,,,,,,,,,"oyun havasi, arabesk",,
can saraç,,,,,,,,,,,,
canan cengen,,,,,,,,,,,,
canberk ünsal,,,,,,,,,,,,
cankut özgül,,,,,,,,,,,,
cansın feat. melis,,,,,,,,,,,,
cavide hayre hanım,,,,,,,,,,,,
celal bıçakçı,,,,,,,,,,,,
celal çetin,,,,,,,,,,,,
celil ozanalp,,,,,,,,,,,,
cem büyükuzun,,,,,,,,,,,,
cem göçmen,,,,,,,,,,,,
cem oğuz,,,,,,,,,,,,
cem sarvazlar,,,,,,,,,,,,
cem yegül,,,,,,,,,,,,
cemal altıniğne,,,,,,,,,,,,
cemal ethem yeşil,,,,,,,,,,,,
Cemal Süreya,"Erzincan, Erzincan, Turkey",,Erzincan,solo,,,,,,,,
cemil çataloğlu,,,,,,,,,,,,
cemil değer,,,,,,,,,,,klasik,
cemile uncu,,,,,,,,,,,,
cenap muhittin kozanoğlu,,,,,,,,,,,,
cenap şehabettin,,,,,,,,,,,,
cengizhan altuntaş,,,,,,,,,,,,
cengizhan mutlu,,,,,,,,,,,,
ceren akçalı,,,,,,,,,,,,
ceren erendor,,,,,,,,,,,,
cevad memduh altar,,,,,,,,,,,,
cevdet demirkapı,,,,,,,,,,,,
cevdet şakir çetinel,,,,,,,,,,,,
ceyda utandı,,,,,,,,,,,,
ceyhanlı şair ali i̇lmi,,,,,,,,,,,,
chanpotei,,,,,,,,,,,,
chi k.,,,,,,,,,,"malayalam pop, kannada pop, mollywood, tamil pop, devotional, telugu pop",,
çiğdem talu,,,,,,,,,,turkish pop,pop,
cihan barış,,,,,,,,,,,halk,
cihan güz,,,,,,,,,,,,
cihangir bıyıkoğlu,,,,,,,,,,,,
cihat aydin,,,,,,,,,,,,
Cinuty,,"Ankara, Ankara, Turkey",Ankara,solo,,,,,,,rap,
çise korkmaz,,,,,,,,,,,,
çizgi film,,,,,,,,,,,,
cold form,,,,,,,,,,,,
cold house v2,,,,,,,,,,,,
communauté dirigée par le sheikh nail kesova,,,,,,,,,,,,
çopur ahmet,,,,,,,,,,,,
çorapçızade,,,,,,,,,,,,
coşkun açıkgöz,,,,,,,,,,,,
cosmic call,,,,,,,,,,post-rock,,
Crushem,"İstanbul, İstanbul, Turkey",,İstanbul,grup,,,,,,,,turkish metal
cumhur kemal koca,,,,,,,,,,,,
cumhurbaşkanlığı klasik türk müziği korosu,,,,,,,,,,,,
cüneyt kosal,,,,,,,,,,,,
danbeni rıza bey,,,,,,,,,,,,
Death Oath,"Kayseri, Kayseri ili, Turkey",,Kayseri,grup,,,,,,,metal,
Death Project,"Bursa, Bursa, Turkey",,Bursa,grup,,,,,,,,
deli boys,,,,,,,,,,,,
deli selim & kadir ürün,,,,,,,,,,,,
dellalzade hacı i̇smail efendi,,,,,,,,,,,,
demian & emre,,,,,,,,,,,,
demir karabaş,,,,,,,,,,,,
deniz alkan,,,,,,,,,,,,
deniz oflaz,,,,,,,,,,,,
deniz tekbilek,,,,,,,,,,,,
denizlioğlu ali bey,,,,,,,,,,,,
derin sezekkaplan,,,,,,,,,,,,
derviş ali şurigani,,,,,,,,,,,,
derviş osman sîneçâk,,,,,,,,,,,,
derya yildirim & graham mushnik,,,,,,,,,,,,
didem ergüven,,,,,,,,,,,"r&b, pop",
dilar dirik,,,,,,,,,,,,
dilek gokcen acay,,,,,,,,,,,,
dırağman zakirbaşısı ahmed efendi,,,,,,,,,,,,
diran lokmagöz,,,,,,,,,,,,
Dirty Black,"İstanbul, İstanbul, Turkey",,İstanbul,grup,,,,,,"trap metal, horrorcore",hip hop,turkish metal
Disembowled,"İstanbul, İstanbul, Turkey",,İstanbul,grup,,,,,,,"punk, alternatif",
dizzazta,,,,,,,,,,,,
dj buckone,,,,,,,,,,,,
doğa bekleriz,,,,,,,,,,,,
doğaç titiz,,,,,,,,,,,,
doğan sakin,,,,,,,,,,,rock,
doğtaş senfoni orkestrası,,,,,,,,,,,,
Dogu Blok,"Ankara, Ankara, Turkey",,Ankara,solo,,,,,,,halk,
doruk atasoy,,,,,,,,,,,,
dr. atınç emnalar,,,,,,,,,,,,
dr. hiphop,,,,,,,,,,rap,,
dr. necdet bey,,,,,,,,,,,,
dror sini,,,,,,,,,,,,
dursun çakmak,,,,,,,,,,,,
dursun tanyaş,,,,,,,,,,,,
duygu aydoğan,,,,,,,,,,,halk,
džansever dalipova,,,,,,,,,,,"arabesk, pop",
earafter?,,,,,,,,,,,"rap, pop",
ebrâr uğur,,,,,,,,,,,,
ebru delice,,,,,,,,,,,,
ebru temiz,,,,,,,,,,,,
ebubekir kani,,,,,,,,,,,,
eda şakul,,,,,,,,,,,,
Edgeflame,"Ankara, Ankara, Turkey",,Ankara,grup,,,,,,,,turkish metal
edib nazım bey,,,,,,,,,,,,
efe kurnaz,,,,,,,,,,,,
eftal küçük,,,,,,,,,,,elektronik,
ege madra,,,,,,,,,,turkish hip hop,,
ekogelin,,,,,,,,,,,,
ekrem bağı,,,,,,,,,,,,
ekrem şerif egeli,,,,,,,,,,,,
elif güreşçi çiftçioğlu,,,,,,,,,,,,
eliz avaroğlu,,,,,,,,,,,,
Emin Gürsoy,"Denizli, Turkey",,Denizli,solo,,,,,,,,
emin güven yaşlıçam,,,,,,,,,,,,
emin safa sağbaş,,,,,,,,,,,,
emirhan doğan,,,,,,,,,,,,
emre bulsat,,,,,,,,,,,,
emre kartarı quartet,,,,,,,,,,,,
emre teke,,,,,,,,,,,,
emriye gürdal,,,,,,,,,,,,
Ender Ergün,"Diyarbakır, Diyarbakır, Turkey",,Diyarbakır,solo,,,,,,,,
engin aksan,,,,,,,,,,,,
engin tümer,,,,,,,,,,,,
Engin Yörükoğlu,"Kahramanmaraş, Kahramanmaraş, Turkey",,Kahramanmaraş,solo,,,,,,,,
enis behiç koryürek,,,,,,,,,,,,
ensemble adnan ataman,,,,,,,,,,,klasik,
ensemble ulvi erguner,,,,,,,,,,,,
enver gökçe,,,,,,,,,,,,
eray mescioğlu,,,,,,,,,,,,
eray ozkural,,,,,,,,,,,,
ercan akbay,,,,,,,,,,,,
ercan tepe,,,,,,,,,,,,
ercan yilmaz,,,,,,,,,,,,
erciyes üniversitesi güzel sanatlar fakültesi klasik türk müziği topluluğu,,,,,,,,,,,,
ercüment berker,,,,,,,,,,,klasik,
Erdal İyiöz,"Antalya, Turkey",,Antalya,solo,,,,,,,,
Erdal Özyağcılar,"Bursa, Turkey",,Bursa,solo,,,,,,,,
erden toptaş,,,,,,,,,,,,
erdinç kaya,,,,,,,,,,,,
erdoğan alkan,,,,,,,,,,,,
erdoğan tekdağlı,,,,,,,,,,,,
ergin özler quintet,,,,,,,,,,,,
ergun evren,,,,,,,,,,,,
ergun özer orkestrası,,,,,,,,,,,,
ergüven başaran,,,,,,,,,,,,
erkan tatoğlu,,,,,,,,,,,metal,
erkan yüksel,,,,,,,,,,,,
erkan yurdaer,,,,,,,,,,,,
Erkin Gören,"İstanbul, İstanbul, Turkey","Berlin, Berlin, Germany",İstanbul,solo,,,,,,,,
erkin hadimoğlu,,,,,,,,,,,,
erkut gökgöz,,,,,,,,,,,,
erman pekbilimli,,,,,,,,,,,özgün,
erol ünal,,,,,,,,,,,,
ersen dinleten,,,,,,,,,,,rock,
ersin kuşkanat,,,,,,,,,,,,
ersin onay,,,,,,,,,,,,
ertaç uygun,,,,,,,,,,,,
ertuğrul yalçınkaya,,,,,,,,,,,halk,
esas çocuk,,,,,,,,,,,,
eser taşkıran,,,,,,,,,,,,
esin seçkin,,,,,,,,,,,,
esnaf dayağı,,,,,,,,,,,,turkish metal
eşrefoğlu abdullah rumi,,,,,,,,,,,,
ethem pertev paşa,,,,,,,,,,,,
ethem zeytinkaya,,,,,,,,,,,,
etiketin yarısı,,,,,,,,,,,,
etnik orkestra,,,,,,,,,,,,
evdeyoklar orkestrasi / magnetit,,,,,,,,,,,,
evrenuysal,,,,,,,,,,,,
Evrim Akın,"Ankara, Ankara, Turkey",,Ankara,solo,,,,,,,,
evrim baştaş,,,,,,,,,,,,
eyüp çağlar,,,,,,,,,,,,
eyüp s. i̇blağ,,,,,,,,,,,,
eyyubi mehmet bey,,,,,,,,,,,,
f. azize sakaoğulları,,,,,,,,,,,,
fahri yıldız,,,,,,,,,,,,
fahriye hanım,,,,,,,,,,,,
faik dinleten,,,,,,,,,,,,
faize ergin,,,,,,,,,,,sanat müziği,
fakih fakılar,,,,,,,,,,,,
faruk kaleli,,,,,,,,,,,,
faruk ulay,,,,,,,,,,,,
farz-ı misal,,,,,,,,,,,,
fatih akdeniz,,,,,,,,,,,,
fatih nalbantoğlu,,,,,,,,,,,,
fatih ovalı,,,,,,,,,,,,
fatine talay,,,,,,,,,,,,
fatma apaydın,,,,,,,,,,,,
fatma nihal erkutun,,,,,,,,,,,,
fazıl ahmet aykaç,,,,,,,,,,,,
fazıl hüsnü dağlarca,,,,,,,,,,,,
feelings and ai,,,,,,,,,,,,
ferdiciler01,,,,,,,,,,,,
ferhat celavlı,,,,,,,,,,,,
ferhat gencer,,,,,,,,,,,özgün,
ferhat şahin,,,,,,,,,,,"halk, klasik",
ferhat şimşek,,,,,,,,,,,,
ferid özgören,,,,,,,,,,,,
feridun darbaz,,,,,,,,,,,sanat müziği,
Feridun Ertaşkan,"İstanbul, İstanbul, Turkey",,İstanbul,solo,,,,,,,,
feriköy i̇lkokulu korosu,,,,,,,,,,,,
Ferit Sıdal,"Ankara, Ankara, Turkey",,Ankara,solo,,,,,,,,
fethi dinçer,,,,,,,,,,,,
fidan tozanlı,,,,,,,,,,,,
figen han,,,,,,,,,,,,
Fikret Şeneş,"İstanbul, İstanbul, Turkey",,İstanbul,solo,,,,,,,,
Filiz Erten,"Kocaeli, Kocaeli, Turkey",,Kocaeli,solo,,,,,,,,
filiz i̇dil,,,,,,,,,,,,
fino attack,,,,,,,,,,,"rap, dans",
firuz han,,,,,,,,,,,,
fıtnat duyar,,,,,,,,,,,,
flöri kohen,,,,,,,,,,,,
folk instrumental ensemble,,,,,,,,,,,,
frogressive dread unit,,,,,,,,,,,,
Frozen Scars,"Ankara, Turkey",,Ankara,grup,,,,,,,,
fuat edip baksı,,,,,,,,,,,,
fulya akaydın,,,,,,,,,,,,
fulya kanbir,,,,,,,,,,,,
galatasaray lisesi,,,,,,,,,,,,
galib çolakoğlu,,,,,,,,,,,,
galip boransu,,,,,,,,,,,,
gamze nevra gülser,,,,,,,,,,,,
garbis agopyan,,,,,,,,,,,,
garbis efendi,,,,,,,,,,,,
Garo Mafyan,"Erenköy, İstanbul, Turkey",,İstanbul,solo,,,,,,,,
gavsi baykara,,,,,,,,,,,,
gecenin melon şapkası,,,,,,,,,,,,
gevrekzade mustafa ağa,,,,,,,,,,,,
giriftzen asım bey,,,,,,,,,,,klasik,
gökalp yüzlüer,,,,,,,,,,,,
gökçer yelken,,,,,,,,,,,,
gökhan çağlı,,,,,,,,,,,,
gökhan dabak,,,,,,,,,,,,
Gökhan Goralı,,"İstanbul, İstanbul, Turkey",İstanbul,solo,,,,,,,"rock, metal",
gökhan ketenci,,,,,,,,,,,,
gökhan pala,,,,,,,,,,,,
Gökhan Şahinkaya,,"İstanbul, İstanbul, Turkey",İstanbul,solo,,,,,,,rock,
gökhan yüzlüer,,,,,,,,,,,,
göksan arman,,,,,,,,,,,,
göktuğ çitçi,,,,,,,,,,,,
göktürk sarvazlar,,,,,,,,,,,,
görkem arıkan,,,,,,,,,,,"özgün, klasik",
greys küçükgüzel,,,,,,,,,,,,
group ethnic,,,,,,,,,,,,
grup bamteli,,,,,,,,,,,,
grup denk,,,,,,,,,,,"r&b, pop, dans, house",
grup dostyürek,,,,,,,,,,,,
grup karnaval,,,,,,,,,,"norteño, banda",,
grup mistik,,,,,,,,,,,,
grup safir,,,,,,,,,,,,
grup sayeban,,,,,,,,,,,,
guardinals,,,,,,,,,,,,
gül göre,,,,,,,,,,,,
gül kansu,,,,,,,,,,,,
gül kozacıoğlu,,,,,,,,,,,,
gülen akın,,,,,,,,,,,,
gülen ertek,,,,,,,,,,,,
gülgün derçin,,,,,,,,,,,,
gülsin gümüş,,,,,,,,,,,,
gülten çiçek,,,,,,,,,,,,
gülümsün saatçi,,,,,,,,,,,,
günay uysal,,,,,,,,,,,,
gündoğdu duran,,,,,,,,,,,,
gündüz nadir,,,,,,,,,,,,
güner kızılkaya,,,,,,,,,,,,
güngör bozkurt,,,,,,,,,,,,
güngör güner,,,,,,,,,,,,
güngör türkömer,,,,,,,,,,,,
Güray Aktalay,"İstanbul, İstanbul, Turkey",,İstanbul,solo,,,,,,,,
güray gürsoy,,,,,,,,,,,,
gürfan erkılıç,,,,,,,,,,,,
gürhan yaman,,,,,,,,,,,,
gürkan hantal,,,,,,,,,,,,
gürkan mıhçı,,,,,,,,,,,,
gürkan yücel,,,,,,,,,,,,
güven ersoysal,,,,,,,,,,,,
güzide taranoğlu,,,,,,,,,,,,
gypsy music of constantinople,,,,,,,,,,,,
h.gürses,,,,,,,,,,arabesk,klasik,
hacer tısoğlu,,,,,,,,,,,klasik,
hacı ahmet tekbilek,,,,,,,,,,,özgün,
hacı faik bey,,,,,,,,,,,klasik,
hacı şakir efendi,,,,,,,,,,,,
hafız celal sevimli,,,,,,,,,,,,
hafız hüseyin hüsnü,,,,,,,,,,,,
hafız sabri aksoy,,,,,,,,,,,,
hafız şeyda efendi,,,,,,,,,,,,
haham şemoil mendil,,,,,,,,,,,,
haig gudenian,,,,,,,,,,,,
hakan beşer,,,,,,,,,,,,
Hakan Eren,,"İstanbul, İstanbul, Turkey",İstanbul,solo,,,,,,,,
hakan özger,,,,,,,,,,,,
hakan özmutlu,,,,,,,,,,,,
hakan özserengil,,,,,,,,,,,,
hakan tozkoparan,,,,,,,,,,,,
hakan yaşa,,,,,,,,,,arabesk,,
hakkı mısırlıoğlu,,,,,,,,,,,,
hakkı süha gezgin,,,,,,,,,,,,
haldun menemencioğlu,,,,,,,,,,,,
halil biner,,,,,,,,,,,,
halil dikmen,,,,,,,,,,,,
halil edib bey,,,,,,,,,,,,
halil efendi,,,,,,,,,,,,
halil i̇brahim akçam,,,,,,,,,,,elektronik,
halil karaduman ve saz arkadaşları,,,,,,,,,,,,
halil nihat boztepe,,,,,,,,,,,,
halil uğur kutlu,,,,,,,,,,,,
halim ağa,,,,,,,,,,,,
halimden konan anlar,,,,,,,,,,,,
halit bekir sabarkan,,,,,,,,,,,,
haluk derinöz,,,,,,,,,,,,
haluk özgen,,,,,,,,,,,,
hamdi demirci,,,,,,,,,,,caz,
hami barutçu,,,,,,,,,,,,
hamid refik bey,,,,,,,,,,,,
harç,,,,,,,,,,musicals,,
harika oktay,,,,,,,,,,,pop,
harputlu hâfız hayrî,,,,,,,,,,,,
hasan bayrı,,,,,,,,,,,,
hasan fehmi mutel,,,,,,,,,,,,
hasan ferit alnar,,,,,,,,,,,,
hasan hüseyin korkmazgil,,,,,,,,,,,,
hasan kaya manioğlu,,,,,,,,,,,,
hasan kocamaz,,,,,,,,,,,caz,
hasan lami güray,,,,,,,,,,,,
hasan tepeli,,,,,,,,,,,,
hatib zakiri hasan efendi,,,,,,,,,,,,
hatipzade osman efendi,,,,,,,,,,,,
hayk keçeci,,,,,,,,,,,,
hayri mumcu,,,,,,,,,,,,
hayri yenigün,,,,,,,,,,,klasik,
hayrişahi̇n,,,,,,,,,,,,
hazmi tura,,,,,,,,,,,,
heartsparxx,,,,,,,,,,,,
Helak,,"İstanbul, İstanbul, Turkey",İstanbul,grup,,,,,,,latin,turkish metal
helin bölek,,,,,,,,,,,,
hijazz project,,,,,,,,,,,,
hikmet bey,,,,,,,,,,,,
hikmet kavruk,,,,,,,,,,,,
hikmet yıldırım,,,,,,,,,,,halk,
hikmet zeynep bone,,,,,,,,,,,,
hilal karamil,,,,,,,,,,,,
hilmi dede,,,,,,,,,,,,
hilmi ersoy,,,,,,,,,,,,
hilmi soykut,,,,,,,,,,,,
himmetzade abdullah efendi,,,,,,,,,,,,
hocazade mehmed enveri,,,,,,,,,,,,
Hulki Saner,"İstanbul, İstanbul, Turkey",,İstanbul,solo,,,,,,,,
hulusi yücebıyık,,,,,,,,,,,klasik,
hülya erkol,,,,,,,,,,,,
hülya kocabalkan,,,,,,,,,,,klasik,
hüseyin aktekin,,,,,,,,,,,,
hüseyin fazıl bey,,,,,,,,,,,,
hüseyin hüsnü üstün,,,,,,,,,,,,
hüseyin kalaba,,,,,,,,,,,,
hüseyin kırmızıgül,,,,,,,,,,,,
hüseyin kudsi sezgin,,,,,,,,,,,,
hüseyin sadettin arel,,,,,,,,,,,,
hüseyin siret özsever,,,,,,,,,,,,
hüseyin suat yalçın,,,,,,,,,,,,
hüseyin tansever,,,,,,,,,,,alternatif,
hüseyin turna,,,,,,,,,,,,
hüseyin vassaf bey,,,,,,,,,,,,
hüsnü kayıran,,,,,,,,,,,,
hüsnü öncü,,,,,,,,,,,,
hüsnü ortaç,,,,,,,,,,,,
ibrahim erkal,,,,,,,,,,arabesk,,
idil üner,,,,,,,,,,,,
iksenit,,,,,,,,,,,,
inceefe,,,,,,,,,,turkish hip hop,,
intizar,,,,,,,,,,"arabesk, oyun havasi, turkish pop",,
irfan davazli,,,,,,,,,,,,
Işık Yenersu,"Çaycuma, Zonguldak, Turkey",,Zonguldak,solo,,,,,,,,
ismail yk,,,,,,,,,,"turkish pop, arabesk, oyun havasi, t-pop",,
izzet yildizhan,,,,,,,,,,"oyun havasi, arabesk",,
i̇.s.,,,,,,,,,,pop punk,,
i̇brahim aktolon,,,,,,,,,,turkish pop,,deep turkish pop
i̇brahim altınbaş,,,,,,,,,,,,
i̇brahim bodur,,,,,,,,,,,,
i̇brahim efendi,,,,,,,,,,,,
i̇brahim emici,,,,,,,,,,,,
i̇brahim ensar,,,,,,,,,,,,
